"ID","Sire","Dam"
"4227","2928","3437"
"4372","1749","3839"
"4399","5304","3010"
"4400","5307","3010"
"4486","5711","2453"
"4621","4183","4921"
"4829","5322","4224"
"4831","1162","4224"
"4832","4343","4224"
"4842","4344","4964"
"4905","1162","4225"
"4906","1710","4225"
"5062","2743","5031"
"5097","4183","663"
"5099","4341","663"
"5187","2743","4470"
"5294","4341","112"
"5336","2928","886"
"5338","2737","886"
"5399","515","5411"
"5543","4183","671"
"5544","1226","671"
"47","2875","4837"
"197","4223","2270"
"199","1133","2270"
"795","2178","2100"
"1075","4615","93"
"1112","205","3849"
"1199","2743","91"
"1203","4615","91"
"1204","4615","91"
"1205","4615","91"
"1938","4836","5437"
"2060","2928","5332"
"2143","4615","92"
"2195","1133","4823"
"2196","4408","4823"
"2204","4408","4823"
"2205","2780","3840"
"2206","4408","3840"
"2210","1133","3840"
"2211","2743","3840"
"2212","4408","3840"
"2313","2743","2756"
"2314","2743","2756"
"2315","2928","2756"
"2316","2928","2756"
"2439","5004","5168"
"2462","1727","4839"
"2558","4615","2618"
"2562","214","2618"
"2659","2743","2619"
"2660","4615","2619"
"3047","4408","2065"
"3179","4615","3201"
"3180","3844","3201"
"3323","2928","2744"
"3637","1733","116"
"3908","214","2961"
"3910","2928","2961"
"4761","2178","2273"
"4792","214","5441"
"4830","2928","4224"
"4833","214","4224"
"4907","535","4225"
"5546","214","671"
"599","1759","1665"
"742","2041",NA
"1659","2434",NA
"1738","2041",NA
"5162",NA,"378"
"1796","318","3383"
"1658","1871",NA
"1850",NA,"2088"
"715","1685","2873"
"933","3650","2527"
"1791","3650","582"
"1827","3650","2524"
"1832","3650","2524"
"1868","3650","2526"
"1870","3650","2526"
"2376","2629","220"
"2378","272","220"
"719","353","2873"
"1867","1963","2526"
"4777","5430","219"
"4779","4423","219"
"1852","4343","2088"
"2076","1960","3942"
"2289","2260","2980"
"2373","1162","220"
"2809","4182","4946"
"2810","5304","4946"
"2811","4338","4946"
"3897","868","3515"
"4774","2229","219"
"4775","5504","219"
"4826","1960","4943"
"4827","5183","4943"
"837",NA,"3848"
"1145",NA,"2115"
"1153",NA,"3657"
"1156",NA,"3657"
"1728","217",NA
"1731","1828",NA
"1732",NA,"1962"
"1912","1828",NA
"3645",NA,"894"
"3647",NA,"894"
"4046",NA,"204"
"4053",NA,"3697"
"330","4514","781"
"519","1146","3507"
"524","5174","3507"
"525","1686","3507"
"616","4514","296"
"838","1698","3848"
"1200","3650","91"
"1238","3650","2958"
"2381","272","2045"
"2383","1698","2045"
"2388","1177","2045"
"2389","1713","2045"
"2391","2629","2045"
"2392","2629","2045"
"2393","5174","2045"
"2394","272","2045"
"2499","1554","889"
"2563","3650","2618"
"2583","2948","2630"
"2589","2629","2630"
"2592","272","2630"
"3356","1679","4842"
"3357","1675","4842"
"3359","1682","4842"
"3360","542","4842"
"3361","542","4842"
"3812","4321","5338"
"4052","2629","3697"
"4085","3650","2960"
"4488","3650","2453"
"4745","3373","1962"
"4760","3650","2273"
"4854","2629","4857"
"5050","5174","2044"
"5051","5174","2044"
"5129","1679","3654"
"5135","5174","3654"
"5177","3373","2747"
"5352","1741","5326"
"50","5325","4837"
"522","2823","3507"
"634","514","3204"
"639","1726","3204"
"841","1726","3848"
"1159","1667","3651"
"1973","5455","1093"
"2189","2983","1787"
"2197","625","4823"
"2207","625","3840"
"2387","1965","2045"
"2390","4222","2045"
"2500","4177","889"
"2585","2924","2630"
"2587","5214","2630"
"3181","1936","3201"
"3242","2167","2047"
"3243","4220","2047"
"3498","2983","1834"
"3646","3126","894"
"4691","2041","2856"
"4851","625","4857"
"5127","4220","3654"
"303","1871","3425"
"304","1871","3425"
"427","1960","3642"
"431","2260","3642"
"432","1960","3642"
"520","1226","3507"
"523","4341","3507"
"635","1071","3204"
"1076","2260","93"
"1152","868","3657"
"1160","4183","3651"
"1164","1729","823"
"1186","3077","893"
"2038","5183","871"
"2370","3639","220"
"2371","2830","220"
"2372","2746","220"
"2375","214","220"
"2458","868","4839"
"2584","4183","2630"
"2654","5548","2619"
"2661","5183","2619"
"2662","2260","2619"
"2812","4615","4946"
"3040","1960","2065"
"3048","1960","2065"
"3362","4343","4842"
"3648","3077","894"
"3753","5548","1872"
"3755","3601","1872"
"3756","3601","1872"
"3790","868","3904"
"3911","5183","2961"
"4047","4341","204"
"4350","1201","4464"
"4776","2178","219"
"4778","5218","219"
"4780","205","219"
"4998","3601","934"
"4999","3601","934"
"5047","1162","2044"
"5176","868","2747"
"5178","1710","2747"
"5389","5548","1833"
"5390","5548","1833"
"5392","3601","1833"
"5393","3601","1833"
"5525","1896","1139"
"5526","1871","1139"
"43","5099","4837"
"164","3902","203"
"336","5543","781"
"426","1133","3642"
"521","214","3507"
"622","90","296"
"636","2743","3204"
"638","5004","3204"
"747","1678","612"
"788","196","5440"
"874","5004","3900"
"875","2875","3900"
"921","2493","5337"
"922","2830","5337"
"1144","2068","2115"
"1161","2928","3651"
"2034","4372","871"
"2055","2493","5332"
"2056","2830","5332"
"2140","3899","92"
"2185","2743","1787"
"2188","4615","1787"
"2382","5218","2045"
"2384","2830","2045"
"2565","5543","2618"
"2582","5218","2630"
"2588","2928","2630"
"2590","5004","2630"
"2591","3639","2630"
"3239","5543","2047"
"3244","1678","2047"
"3355","5099","4842"
"3751","4615","1872"
"3791","205","3904"
"4048","1736","204"
"4050","196","204"
"4356","4408","4464"
"4403","196","3010"
"4750","196","1962"
"4754","2928","3652"
"4755","2743","3652"
"4790","2493","5441"
"4845","5522","5187"
"5032","535","3539"
"5036","1828","3539"
"5046","214","2044"
"5048","1695","2044"
"5108","196","2072"
"5128","2830","3654"
"5131","214","3654"
"5132","1695","3654"
"5133","5004","3654"
"5134","5004","3654"
"5179","535","2747"
"5180","2737","2747"
"5181","535","2747"
"5385","4615","1833"
"5398","5218","1833"
"311",NA,"3860"
"749",NA,"195"
"1208",NA,"5239"
"1213",NA,"5239"
"1705",NA,"4492"
"3777",NA,"650"
"4361",NA,"651"
"4704",NA,"2438"
"158","1674","51"
"309","1146","3860"
"313","1177","3860"
"1220","1693","1142"
"2105","1688","4533"
"2571","5174","4831"
"2572","5174","4831"
"2624","5081","2433"
"2693","1587","2435"
"2697","1680","2435"
"3154","1177","4618"
"3156","2629","4618"
"3265","32","3179"
"3563","32","4762"
"3680","272","4793"
"3774","1146","650"
"4396","5174","4905"
"4603","272","2313"
"4604","272","2313"
"4869","272","3861"
"4872","1177","3861"
"4876","272","3861"
"5013","1679","2439"
"5231","498","2063"
"5378","32","3042"
"5480","272","791"
"5482","3373","791"
"5567","1675","3326"
"5574","1672","3326"
"33","263","2258"
"244","4552","4084"
"312","5214","3860"
"442","1229","2259"
"752","4552","195"
"1212","2924","5239"
"1214","2167","5239"
"1892","2167","3043"
"1944","4222","3859"
"2566","4220","4831"
"2696","5214","2435"
"2700","1963","2435"
"3259","625","3179"
"3367","3273","2255"
"3477","625","3177"
"3672","3857","4793"
"3776","5214","650"
"3887","5214","3905"
"4158","3857","4795"
"4160","1965","4795"
"4363","2924","651"
"4367","2167","651"
"4397","4220","4905"
"4564","4552","2257"
"4598","3857","2313"
"4870","318","3861"
"4989","369","5242"
"5011","3857","2439"
"5012","2434","2439"
"5486","3857","791"
"5508","263","2256"
"5565","5325","3326"
"34","5307","2258"
"35","813","2258"
"174","4343","168"
"310","4241","3860"
"440","4338","2259"
"441","5307","2259"
"750","813","195"
"751","813","195"
"1207","4182","5239"
"1209","4465","5239"
"1211","4183","5239"
"1865","5062","2526"
"1942","4241","3859"
"1943","4241","3859"
"2169","1201","2558"
"2170","3601","2558"
"2537","1896","2262"
"2567","868","4831"
"2569","2229","4831"
"2850","3856","5113"
"3153","4183","4618"
"3190","1201","3174"
"3262","1871","3179"
"3263","1871","3179"
"3364","2818","2255"
"3365","4182","2255"
"3366","4182","2255"
"3480","1896","3177"
"3773","4241","650"
"4562","4673","2257"
"4563","4338","2257"
"4607","5548","2144"
"4609","3601","2144"
"4705","4343","2438"
"4871","5307","3861"
"5225","3858","2063"
"5374","1960","3042"
"5377","1201","3042"
"5379","3601","3042"
"5383","1960","3042"
"5384","1960","3042"
"5507","189","2256"
"38","3844","2258"
"243","5218","4084"
"245","4615","4084"
"301","3655","3425"
"314","2928","3860"
"424","205","2061"
"428","1199","3642"
"443","3844","2259"
"445","4408","2259"
"446","4408","2259"
"620","1199","296"
"682","1697","1113"
"753","2737","195"
"924","3856","5337"
"1197","5062","91"
"1198","3655","91"
"1218","5099","1142"
"1222","1678","1142"
"1890","2830","3043"
"1945","214","3859"
"2025","2743","48"
"2107","2928","4533"
"2109","196","49"
"2190","1199","1787"
"2208","1199","3840"
"2538","4372","2262"
"2542","5218","2262"
"2568","205","4831"
"2688","196","792"
"2689","2830","792"
"2692","1678","2435"
"3155","2178","4618"
"3193","4408","3174"
"3241","2211","2047"
"3261","4372","3179"
"3269","2780","3179"
"3333","1915","2060"
"3478","4372","3177"
"3479","4372","3177"
"3481","4408","3177"
"3482","2137","3177"
"3483","2780","3177"
"3484","2737","2659"
"3673","205","4793"
"3752","5062","1872"
"3763","3639","3909"
"3766","2830","3909"
"3792","3856","3904"
"3793","3856","3904"
"3807","1720","5338"
"3809","3856","5338"
"3888","2928","3905"
"3890","5218","3905"
"4157","2493","4795"
"4235","5062","1873"
"4364","214","651"
"4365","214","651"
"4394","3682","4905"
"4398","1678","4905"
"4567","4408","2257"
"4568","5522","2257"
"4574","2211","2288"
"4599","196","2313"
"4606","5218","2144"
"4873","214","3861"
"4874","214","3861"
"4875","214","3861"
"4877","4836","3861"
"4990","214","5242"
"4991","5004","5242"
"4994","5062","934"
"4996","3655","934"
"5017","4924","2439"
"5130","2211","3654"
"5382","1133","3042"
"5386","5062","1833"
"5387","3655","1833"
"5388","3655","1833"
"5481","2830","791"
"5523","3655","1139"
"5528","2211","1139"
"5570","2441","3326"
"544","1199","4557"
"2023","5062","48"
"2368","3655","1204"
"2690","5062","792"
"2691","3856","792"
"3560","5062","4762"
"3561","3655","4762"
"3564","2462","4762"
"3674","5062","4793"
"3675","3856","4793"
"3678","3856","4793"
"3764","5062","3909"
"3765","3655","3909"
"3771","5512","3909"
"4159","5062","4795"
"4161","5512","4795"
"4162","3856","4795"
"5226","4810","2063"
"5227","4810","2063"
"5376","1199","3042"
"5483","5062","791"
"5484","5062","791"
"5485","2212","791"
"1684","4854",NA
"4439","933",NA
"1740","4691",NA
"4632","4691",NA
"4661","2583","4966"
"4844","2583","4964"
"5330","2583","3514"
"119","719","4967"
"1660","1852",NA
"1743","2289",NA
"2883","1852",NA
"4384","1852",NA
"954","272","715"
"957","3777","2849"
"1927","498","4774"
"1928","498","4774"
"2280","32","4826"
"2889","32","2812"
"2890","32","2812"
"4304","542","2376"
"4311","4514","4778"
"170","2583","203"
"952","5430","715"
"959","4423","4776"
"1922","4869","4774"
"2886","625","2812"
"2995","1963","2373"
"3444","1965","1832"
"3445","1965","1832"
"3811","4876","5338"
"4049","2583","204"
"4296","599","2376"
"4297","599","2376"
"4312","599","4778"
"4313","599","4778"
"2058","752","5332"
"2283","1960","4826"
"2997","4870","2373"
"3000","1710","2373"
"3583","5548","1870"
"3585","742","1870"
"3586","742","1870"
"3808","742","5338"
"4295","2229","2376"
"4298","752","2376"
"4692","1738","2856"
"4997","742","934"
"5391","742","1833"
"923","5047","5337"
"958","5383","2849"
"2275","2780","4826"
"2281","4615","4826"
"2884","5218","2812"
"2893","4408","2812"
"2991","3639","2373"
"3001","2737","2373"
"3002","2493","2373"
"3442","1133","1832"
"3451","4615","1832"
"3584","5047","1870"
"3588","5218","1870"
"3754","5047","1872"
"3758","174","1872"
"4294","196","2376"
"4319","294","4778"
"5077","1852","3432"
"5396","174","1833"
"360",NA,"4750"
"434",NA,"3790"
"1111",NA,"638"
"3732",NA,"636"
"3954",NA,"3362"
"41","1694","3645"
"361","3373","4750"
"435","1682","3790"
"691","1145","2383"
"851","3373","5134"
"852","3373","5134"
"1013","32","301"
"1191","5162","5388"
"2160","5725","3809"
"2240","272","622"
"2485","5162","2661"
"2535","540","3755"
"2764","1673","5032"
"3074","498","2056"
"3338","5421","5129"
"3464","4514","336"
"3690","2629","1160"
"3691","5174","1160"
"3740","1708","4754"
"3799","5162","5387"
"3803","5725","5387"
"4016","5725","5135"
"4130","5174","634"
"4132","5174","634"
"4431","272","2388"
"4438","272","2388"
"4441","3373","1156"
"4455","1177","4488"
"5074","1745","4574"
"5684","272","2563"
"40","5410","3645"
"159","4876","51"
"175","2583","168"
"693","4869","2383"
"1196","4773","5388"
"2111","514","1973"
"2533","4773","3755"
"2536","4773","3755"
"2576","4876","788"
"3677","4869","4793"
"3801","4773","5387"
"3802","4773","5387"
"3804","4773","5387"
"3805","4773","5387"
"4013","4869","5135"
"4112","4773","4998"
"4114","4773","4998"
"4128","2434","634"
"4432","2583","2388"
"4436","4876","2388"
"4444","5050","1156"
"4483","3857","2588"
"4504","3857","2390"
"4506","625","2391"
"5078","5325","5179"
"239","4870","1152"
"797","752","330"
"854","2229","5134"
"1189","3601","5388"
"2113","2193","1973"
"2241","5548","622"
"2244","3858","622"
"2421","2229","921"
"2482","3601","2661"
"2516","1796","3911"
"2554","742","2565"
"3072","3601","2056"
"3734","719","4754"
"3742","4343","4754"
"3794","742","5387"
"3795","742","5387"
"3796","3601","5387"
"4127","1162","634"
"4291","3601","2393"
"4602","742","2313"
"4608","742","2144"
"4702","719","2438"
"5359","3601","616"
"5682","4367","2563"
"235","2289","1152"
"684","520","1113"
"920","1728","5337"
"964","1199","4776"
"1012","2289","301"
"1843","52","2055"
"1920","1199","4774"
"1921","4810","4774"
"2114","535","1973"
"2168","5047","2558"
"2276","1199","4826"
"2277","1199","4826"
"2278","1199","4826"
"2279","1199","4826"
"2385","5048","2045"
"2479","5218","2661"
"2509","5218","3911"
"2510","5047","3911"
"2532","174","3755"
"2560","3155","2618"
"2866","4843","43"
"2885","1199","2812"
"2892","2140","2812"
"2994","5048","2373"
"2996","5048","2373"
"2998","5036","2373"
"3050","1697","639"
"3240","5048","2047"
"3312","5047","2592"
"3328","1852","1153"
"3446","3155","1832"
"3447","2140","1832"
"3487","5047","5051"
"3489","2289","5051"
"3581","5062","1870"
"3582","3655","1870"
"3587","2462","1870"
"3589","1199","1870"
"3676","2289","4793"
"3692","4924","1160"
"3730","5099","636"
"3733","4924","636"
"3739","535","4754"
"3757","2140","1872"
"3767","5047","3909"
"3800","174","5387"
"3915","1186","2494"
"4008","2830","5135"
"4012","52","5135"
"4289","5047","2393"
"4299","1199","2376"
"4300","4810","2376"
"4301","5512","2376"
"4302","5512","2376"
"4303","4810","2376"
"4315","4810","4778"
"4456","214","4488"
"4505","1678","2391"
"4601","5047","2313"
"4611","174","2144"
"4768","5047","2034"
"5000","2140","934"
"5014","2289","2439"
"5394","2140","1833"
"236","2211","1152"
"328","4875","3188"
"692","5062","2383"
"801","4810","330"
"917","3856","2394"
"918","2462","2394"
"1011","4875","5176"
"1190","2140","5388"
"1918","2211","5127"
"1919","4810","5127"
"2172","5062","2188"
"2242","2211","622"
"2243","5048","622"
"2480","3655","2661"
"2481","3856","2661"
"2483","2462","2661"
"2484","2140","2661"
"2511","3655","3911"
"2513","5062","3911"
"2515","3856","3911"
"2517","3856","3911"
"2551","5062","2565"
"2552","3655","2565"
"2553","443","2565"
"2557","2140","2565"
"2574","2211","788"
"2575","3856","788"
"2694","4875","2435"
"3313","5062","2592"
"3334","5062","5129"
"3336","3856","5129"
"3465","3856","336"
"3488","2660","5051"
"3562","3155","4762"
"3737","4875","4754"
"3768","443","3909"
"3798","2140","5387"
"3985","3856","5130"
"4111","5128","4998"
"4290","5062","2393"
"4292","2140","2393"
"4433","5062","2388"
"4434","5062","2388"
"4435","5062","2388"
"4442","2211","1156"
"4443","3856","1156"
"4482","5062","2588"
"5200","4567","5528"
"5207","4567","5523"
"5208","3333","5523"
"552",NA,"2538"
"554",NA,"2538"
"3322",NA,"313"
"4377",NA,"4157"
"4714",NA,"4365"
"4983",NA,"3773"
"97","32","245"
"1100","2629","1207"
"1909","1679","4398"
"1969","1675","3154"
"2648","2629","1944"
"2649","272","1944"
"2651","272","1944"
"2668","4321","4158"
"2675","32","442"
"2837","32","441"
"2952","1732","4991"
"3237","3022","3262"
"3316","1698","313"
"3579","1941","2624"
"3665","542","4159"
"3668","5725","4159"
"3977","32","440"
"3999","3022","5378"
"4063","452","5574"
"4141","3373","4990"
"4142","3373","4990"
"4145","272","4990"
"4378","1677","4157"
"4380","4321","4157"
"4381","157","4157"
"4383","540","4157"
"4473","3373","4871"
"4480","5174","4871"
"4594","157","3763"
"4715","1941","4365"
"4984","1754","3773"
"4988","272","3773"
"5024","1713","4989"
"5025","272","4989"
"5454","542","5481"
"5738","272","1212"
"5745","5174","1212"
"95","1963","245"
"1097","2924","1207"
"1970","4869","3154"
"2476","5325","314"
"2477","3825","314"
"2645","3857","1944"
"2647","5214","1944"
"2671","625","442"
"2930","4876","3673"
"2950","3857","4991"
"3318","5050","313"
"3694","1734","1222"
"3974","625","440"
"4072","625","3366"
"4074","2167","3366"
"4481","3826","4871"
"4711","599","4365"
"4716","4752","4365"
"4717","3857","4365"
"4799","625","3367"
"4986","4655","3773"
"5019","3857","4989"
"5021","1963","4989"
"96","1201","245"
"98","1871","245"
"547","1201","2538"
"1098","1071","1207"
"2248","2229","5565"
"2343","2229","2566"
"2363","742","4599"
"2667","3601","4158"
"2835","1871","441"
"2836","1896","441"
"2955","4870","4991"
"3281","1896","3259"
"3282","1896","3259"
"3662","3601","4159"
"3976","1896","440"
"3978","1871","440"
"4079","1960","3366"
"4379","3858","4157"
"4590","752","3763"
"1099","5004","1207"
"1910","2289","4398"
"1967","196","3154"
"1968","2830","3154"
"2342","205","2566"
"2366","174","4599"
"2646","2830","1944"
"2650","4924","1944"
"2672","4372","442"
"2673","4372","442"
"2674","4372","442"
"2831","4408","441"
"2832","4408","441"
"2834","4372","441"
"2838","4408","441"
"3315","205","313"
"3321","1695","313"
"3577","5218","2624"
"3578","5004","2624"
"3604","4906","4396"
"3975","4372","440"
"3979","4408","440"
"3980","5522","440"
"4073","4659","3366"
"4077","3277","3366"
"4078","4408","3366"
"4143","4906","4990"
"4146","5543","4990"
"4477","214","4871"
"4478","3639","4871"
"4767","5047","3680"
"4798","4408","3367"
"4801","3844","3367"
"4887","4408","35"
"4985","2743","3773"
"4987","2928","3773"
"5023","2928","4989"
"5739","205","1212"
"5740","2830","1212"
"5743","214","1212"
"5744","2928","1212"
"551","3333","2538"
"1971","2660","3154"
"2095","5128","2169"
"2362","1731","4599"
"2666","2211","4158"
"2867","4875","5012"
"2953","5062","4991"
"3003","4875","4394"
"3245","199","5017"
"3283","2462","3259"
"3661","5512","4159"
"3994","2140","5378"
"3995","2140","5378"
"4144","3856","4990"
"4474","5062","4871"
"4476","4810","4871"
"4589","443","3763"
"4592","5512","3763"
"4712","1199","4365"
"5020","5062","4989"
"5022","2462","4989"
"5072","5226","4574"
"5452","5062","5481"
"5453","3856","5481"
"5741","5062","1212"
"5742","5062","1212"
"2896","157","1660"
"2813","2111","4946"
"2814","2111","4946"
"3423","2111","3462"
"2612","1679","4844"
"1114","41","3849"
"1155","5745","3657"
"1925","97","4774"
"4349","4480","4464"
"5001","3464","934"
"1926","4312","4774"
"2202","2111","4823"
"2887","4986","2812"
"2999","3444","2373"
"4355","4439","4464"
"4558","2111","3640"
"4559","2111","3640"
"5397","4313","1833"
"1668","4692","2850"
"1924","4692","4774"
"87",NA,"170"
"1119",NA,"3445"
"1681","5743",NA
"3031",NA,"3000"
"4789",NA,"2995"
"769","157","4295"
"773","2899","4295"
"774","5725","4295"
"1958","1670","4302"
"1959","1670","4302"
"2826","5725","5396"
"3030","272","3000"
"3039","5725","3000"
"3211","5162","5391"
"3212","542","5391"
"3214","5725","5391"
"3761","2674","1658"
"4258","3373","4294"
"4261","32","4294"
"4263","498","4294"
"4265","498","4294"
"4586","2673","1652"
"5056","4498","2997"
"5320","3022","3582"
"237","5745","1152"
"238","5745","1152"
"763","1963","4295"
"987","599","954"
"1192","3464","5388"
"2828","5454","5396"
"3034","5745","3000"
"3213","4773","5391"
"3337","2764","5129"
"3797","3464","5387"
"3916","41","2494"
"4015","2764","5135"
"4216","4869","3754"
"4217","4773","3754"
"4218","4773","3754"
"4259","599","4294"
"4264","4869","4294"
"4785","5050","2995"
"5156","4876","2991"
"5316","4773","3582"
"5317","4773","3582"
"5573","2764","3326"
"36","2111","2258"
"246","4074","4084"
"601","4986","3589"
"602","742","3589"
"603","742","3589"
"604","742","3589"
"765","3444","4295"
"766","3444","4295"
"856","4128","5134"
"1024","3444","4311"
"1115","3601","3445"
"1116","3601","3445"
"1193","4313","5388"
"1194","4313","5388"
"1219","4128","1142"
"1891","4986","3043"
"2156","959","3809"
"2827","4313","5396"
"3032","4128","3000"
"3035","3858","3000"
"3036","4870","3000"
"3038","4870","3000"
"3192","2111","3174"
"3215","4313","5391"
"3216","4313","5391"
"3217","4439","5391"
"3267","4711","3179"
"3490","3444","5051"
"3521","959","620"
"3679","4711","4793"
"3770","4717","3909"
"4113","4313","4998"
"4163","959","4795"
"4164","4711","4795"
"4215","1796","3754"
"4219","959","3754"
"4613","4313","2144"
"4784","3444","2995"
"4786","959","2995"
"4787","959","2995"
"5154","4128","2991"
"5224","952","2063"
"5309","742","3582"
"5310","742","3582"
"5311","742","3582"
"5315","4313","3582"
"5380","2111","3042"
"5381","2111","3042"
"770","52","4295"
"1022","52","4311"
"2158","4692","3809"
"3033","2289","3000"
"3073","4692","2056"
"3450","1967","1832"
"3491","4692","5051"
"3984","4702","5130"
"5157","52","2991"
"5202","2836","5528"
"5361","4692","616"
"242","2883","1152"
"605","2462","3589"
"764","4810","4295"
"1021","199","4311"
"1117","1967","3445"
"1121","5077","3445"
"1180","4242","2996"
"1696","5744","48"
"1954","4384","4302"
"1957","4384","4302"
"2171","1967","2558"
"2556","1967","2565"
"2865","5744","43"
"3076","4384","2056"
"3210","2140","5391"
"3260","4456","3179"
"3769","1967","3909"
"4010","5744","5135"
"4260","2140","4294"
"4262","2660","4294"
"4783","1967","2995"
"5159","4384","2991"
"5313","2140","3582"
"456",NA,"360"
"1903",NA,"4013"
"2505",NA,"2483"
"3936",NA,"1012"
"3990",NA,"2244"
"4267",NA,"4444"
"4917",NA,"434"
"1","5725","2516"
"79","542","3677"
"81","5725","3677"
"178","4321","2574"
"181","5725","2574"
"182","5725","2574"
"247","498","3074"
"844","32","2554"
"846","32","2554"
"848","1666","2554"
"1239","542","235"
"2019","1705","3050"
"2304","498","801"
"2473","5421","2421"
"2474","1712","2421"
"2475","452","2421"
"2488","3373","3690"
"2489","1490","3690"
"2897","1677","918"
"3225","4498","3336"
"3256","32","5684"
"3293","4321","4434"
"4149","5725","3489"
"4152","5725","3489"
"4167","542","917"
"4172","5725","917"
"4517","1699","3328"
"5040","4498","4435"
"2","4773","2516"
"3","4773","2516"
"149","4773","2479"
"161","4773","3798"
"162","4773","3798"
"163","4773","3798"
"176","2240","2574"
"1803","4869","4601"
"2250","5745","5565"
"2364","4141","4599"
"3253","625","5684"
"3341","5050","852"
"3342","2764","852"
"4038","5325","3739"
"4","1922","2516"
"143","742","2479"
"148","4313","2479"
"177","3444","2574"
"351","959","3676"
"548","4717","2538"
"843","742","2554"
"850","4439","2554"
"1804","959","4601"
"1805","4711","4601"
"1902","4870","4013"
"2249","4717","5565"
"2365","959","4599"
"2954","3444","4991"
"3224","3477","3336"
"3232","1684","3262"
"4036","868","3739"
"4037","1744","3739"
"4075","2111","3366"
"4076","2111","3366"
"4147","959","3489"
"4169","4870","917"
"4475","952","4871"
"4591","4717","3763"
"4595","4711","3763"
"5037","959","4435"
"80","4692","3677"
"82","5359","3677"
"179","4692","2574"
"180","4692","2574"
"455","1852","360"
"711","52","1918"
"849","2836","2554"
"1047","3902","3732"
"2305","4632","801"
"2669","4692","4158"
"3233","3794","3262"
"3234","2836","3262"
"3296","2241","4434"
"3666","4692","4159"
"3667","4692","4159"
"4168","4692","917"
"4170","2241","917"
"4550","4692","5225"
"5579","2836","5200"
"145","2140","2479"
"147","5128","2479"
"183","5077","2574"
"248","4384","3074"
"350","4242","3676"
"454","2462","360"
"549","1967","2538"
"553","2674","2538"
"754","2660","4008"
"756","3856","4008"
"845","2140","2554"
"847","2140","2554"
"1123","5207","3445"
"1806","5077","4601"
"1841","3446","2055"
"1953","3446","4302"
"2247","3733","5565"
"2306","4384","801"
"2472","4242","2421"
"2491","5062","3690"
"2492","5062","3690"
"3088","4384","3072"
"3089","4384","3072"
"3254","1199","5684"
"3255","2140","5684"
"3257","2140","5684"
"3291","2660","4434"
"3340","3856","852"
"3669","5077","4159"
"4148","4242","3489"
"4151","5077","3489"
"4165","3856","917"
"4166","3856","917"
"4266","4161","4294"
"4862","2140","2243"
"5182","1720","3691"
"146","3465","2479"
"2506","4476","2483"
"3086","3446","3072"
"3236","5207","3262"
"3258","2242","5684"
"3298","551","4434"
"3989","3465","2244"
"5139",NA,"5021"
"107","498","4481"
"421","5725","2366"
"627","1692","3668"
"697","540","5740"
"713","32","4798"
"714","32","4798"
"994","1866","3315"
"997","5421","3315"
"998","1712","3315"
"999","1698","5025"
"1000","3373","5025"
"1006","542","5025"
"2429","5725","5019"
"2471","4321","4143"
"2917","4498","4144"
"3352","32","4801"
"3353","32","4801"
"3686","157","95"
"3687","542","95"
"3699","32","2672"
"3701","32","2672"
"4098","32","3979"
"4099","32","3979"
"4100","32","3979"
"4306","32","2835"
"4507","1674","2477"
"4682","498","4473"
"4688","2899","4473"
"5052","542","2363"
"5054","2899","2363"
"5140","1751","5021"
"5142","3373","4987"
"5143","1698","4987"
"5734","5725","5452"
"7","1963","2651"
"316","5745","5020"
"575","5745","3321"
"695","5050","5740"
"738","318","4477"
"2427","5050","5019"
"2915","2764","4144"
"3688","4773","95"
"4426","2764","1968"
"4626","4869","5453"
"4679","4876","4473"
"5053","3464","2363"
"5698","3857","4478"
"5703","4869","4478"
"105","3601","4481"
"108","959","4481"
"698","1922","5740"
"737","1201","4477"
"996","4870","3315"
"1001","742","5025"
"1004","959","5025"
"1005","959","5025"
"1026","4870","2343"
"2916","4870","4144"
"3569","752","4716"
"3570","752","4716"
"3684","3601","95"
"4677","952","4473"
"4678","952","4473"
"5731","4711","5452"
"5733","4870","5452"
"11","4692","2651"
"109","2241","4481"
"573","2830","3321"
"574","2289","3321"
"696","4692","5740"
"739","205","4477"
"741","1727","4477"
"940","4692","5739"
"1009","2241","5025"
"2424","5047","5019"
"2425","174","5019"
"2446","2241","2675"
"2447","2836","2675"
"2918","5359","4144"
"3351","4372","4801"
"3471","205","4988"
"4094","4372","3979"
"4097","4372","3979"
"4243","2830","5023"
"4246","2737","5023"
"4680","52","4473"
"5273","2836","98"
"5699","205","4478"
"5700","205","4478"
"5732","4692","5452"
"6","1912","2651"
"103","443","4481"
"104","2660","4481"
"694","3856","5740"
"740","2211","4477"
"937","3856","5739"
"938","3856","5739"
"993","3856","3315"
"1002","5744","5025"
"1003","4810","5025"
"1007","4242","5025"
"2426","5512","5019"
"2428","4242","5019"
"2470","2660","4143"
"2914","3856","4144"
"3350","3655","4801"
"3354","2140","4801"
"3472","5062","4988"
"3571","4810","4716"
"3685","1967","95"
"3700","1967","2672"
"3702","2140","2672"
"3704","958","2672"
"3759","4242","4592"
"4096","1199","3979"
"4101","1967","3979"
"4102","2140","3979"
"4104","2674","3979"
"4307","1967","2835"
"4424","5062","1968"
"4425","2660","1968"
"4427","4242","1968"
"4681","4810","4473"
"4684","5570","4473"
"4686","4384","4473"
"5141","2883","5021"
"5145","5062","4987"
"5146","5062","4987"
"5270","2140","98"
