ID,Mother,BirthYear,Sex,BirthWt
4591,3763,2007,1,5.379999905
4602,2313,2007,1,5.539999905
4679,4473,2007,2,6.795000095
4998,934,2007,1,7.23
5147,3351,2007,2,6.739999905
5310,3582,2007,2,6.360000095
5379,3042,2007,1,4.860000095
5392,1833,2007,1,6.710000191
5452,5481,2007,1,6.509999905
5484,791,2007,2,6.594999809
5561,5381,2007,1,6.780000095
5702,4478,2007,2,7.479999905
237,1152,2008,1,4.339999809
316,5020,2008,2,6.839999809
604,3589,2008,1,7.640000191
756,4008,2008,2,9.78
765,4295,2008,2,6.64
843,2554,2008,2,5.955
856,5134,2008,2,8.940000191
1004,5025,2008,2,7.120000191
1116,3445,2008,1,6.025000095
1189,5388,2008,2,4.96
1921,4774,2008,2,6.720000191
1997,1001,2008,1,6.479999809
2170,2558,2008,1,6.440000191
2286,2247,2008,2,8.78
2364,4599,2008,2,7.73
2470,4143,2008,2,5.860000191
2483,2661,2008,1,5.44
2515,3911,2008,2,5.23
2576,788,2008,2,6.549999809
2691,792,2008,2,7.34
2890,2812,2008,2,5.06
2905,737,2008,1,6.519999809
3035,3000,2008,2,7.55
3072,2056,2008,1,4.600000095
3256,5684,2008,2,6.28
3291,4434,2008,2,6.14
3359,4842,2008,1,9.2
3489,5051,2008,1,6.210000191
3571,4716,2008,1,8.609999809
3587,1870,2008,2,6.940000191
3661,4159,2008,1,6.7
3756,1872,2008,2,8.039999619
3793,3904,2008,2,7.64
3796,5387,2008,2,5.73
3811,5338,2008,2,6.810000095
4100,3979,2008,1,3.754999952
4105,1000,2008,1,5.680000191
4133,1816,2008,1,6.040000095
4165,917,2008,1,5.609999809
4261,4294,2008,1,7.319999619
4301,2376,2008,1,5.825000095
4378,4157,2008,2,5.38
4539,4258,2008,2,5.720000191
4609,2144,2008,2,6.270000191
4680,4473,2008,1,8.84
4999,934,2008,1,3.955
5156,2991,2008,2,6.860000191
5226,2063,2008,2,7.14
5311,3582,2008,2,6.69
5393,1833,2008,1,5.440000191
5695,5699,2008,2,7.119999809
145,2479,2009,1,6.254999905
176,2574,2009,1,5.91
229,3253,2009,1,7.440000191
238,1152,2009,1,6.310000095
435,3790,2009,1,7.120000191
549,2538,2009,2,6.7
605,3589,2009,2,8.46
693,2383,2009,2,6.119999809
694,5740,2009,1,4.049999809
766,4295,2009,2,5.23
938,5739,2009,1,3.739999952
1024,4311,2009,2,6.539999905
1117,3445,2009,2,7.78
1190,5388,2009,2,5.44
1239,235,2009,2,3.91
1803,4601,2009,2,6.039999809
1841,2055,2009,1,6.959999619
1922,4774,2009,2,5.899999809
1971,3154,2009,2,6.340000095
2171,2558,2009,2,7.710000191
2321,740,2009,2,9.95
2349,3030,2009,2,7.920000381
2426,5019,2009,2,7.080000191
2516,3911,2009,1,5.440000191
2556,2565,2009,1,6.559999905
2667,4158,2009,2,6.64
2897,918,2009,2,6.14
2955,4991,2009,2,6.580000191
2998,2373,2009,1,5.78
3036,3000,2009,1,6.524999905
3070,574,2009,1,7.000000191
3265,3179,2009,2,5.139999809
3341,852,2009,2,7.280000095
3353,4801,2009,2,6.94
3360,4842,2009,1,8.079999809
3450,1832,2009,2,7.46
3548,4475,2009,2,5.925
3662,4159,2009,1,7.760000191
3685,95,2009,1,7.540000095
3700,2672,2009,2,5.979999809
3757,1872,2009,2,6.680000095
3771,3909,2009,2,5.94
3797,5387,2009,1,6.855000095
3984,5130,2009,1,5.159999905
4013,5135,2009,1,7.419999905
4162,4795,2009,1,5.180000191
4215,3754,2009,2,5.639999809
4262,4294,2009,2,7.339999809
4291,2393,2009,2,9.92
4302,2376,2009,1,4.320000095
4306,2835,2009,1,4.955
4316,4778,2009,1,4.539999809
4379,4157,2009,2,4.91
4425,1968,2009,2,7.059999905
4444,1156,2009,1,8.459999619
4540,4258,2009,2,6.400000095
4592,3763,2009,1,5.620000191
4681,4473,2009,1,6.840000095
4783,2995,2009,1,5.369999809
5000,934,2009,1,3.254999952
5139,5021,2009,2,6.310000095
5157,2991,2009,2,6.300000381
5227,2063,2009,2,7.660000381
5394,1833,2009,2,5.429999809
5562,5381,2009,1,6.019999905
5696,5699,2009,1,5.825000095
12,2320,2010,2,6.955
107,4481,2010,1,5.579999809
146,2479,2010,1,3.840000095
177,2574,2010,1,5.05
230,3253,2010,1,5.42
239,1152,2010,2,7.339999809
408,855,2010,1,6.449999905
416,4757,2010,1,6.619999809
463,5694,2010,2,6.024999905
550,2538,2010,1,5.739999905
703,3769,2010,2,5.855000095
767,4295,2010,1,5.940000191
844,2554,2010,2,5.940000191
996,3315,2010,1,7.14
1005,5025,2010,2,7.440000191
1026,2343,2010,2,5.429999809
1766,3471,2010,2,4.940000191
1948,797,2010,1,5.524999905
1998,1001,2010,2,6.440000191
2156,3809,2010,2,5.079999809
2365,4599,2010,1,6.810000095
2463,2904,2010,2,5.960000095
2484,2661,2010,1,5.720000095
2914,4144,2010,2,6.009999905
2999,2373,2010,1,4.540000095
3071,574,2010,2,6.839999809
3073,2056,2010,1,4.56
3143,4011,2010,2,4.829999905
3210,5391,2010,1,4.240000191
3490,5051,2010,1,7.619999809
3549,4475,2010,2,5.679999905
3678,4793,2010,1,7.020000381
3701,2672,2010,2,5.840000095
3813,3569,2010,2,8.84
3879,3032,2010,1,7.740000381
3985,5130,2010,1,8.330000381
4001,2569,2010,1,6.425
4064,1002,2010,2,5.479999809
4101,3979,2010,2,3.839999809
4106,1000,2010,1,4.619999809
4163,4795,2010,2,4.91
4166,917,2010,2,4.339999809
4263,4294,2010,1,6.594999809
4292,2393,2010,2,5.255000191
4303,2376,2010,2,4.559999905
4307,2835,2010,2,5.399999809
4550,5225,2010,2,6.680000191
4611,2144,2010,2,5.639999809
4682,4473,2010,1,6.260000191
4784,2995,2010,1,4.425
4917,434,2010,2,6.795000095
5148,3351,2010,1,8.354999619
5276,3254,2010,2,5.64
5407,602,2010,1,5.855000095
5453,5481,2010,1,6.080000191
5485,791,2010,1,6.14
5703,4478,2010,1,6.350000191
56,4098,2011,1,5.019999905
147,2479,2011,1,4.395
155,1047,2011,1,8.824999619
551,2538,2011,2,5.639999809
654,3340,2011,2,8.339999809
686,711,2011,2,8.679999619
695,5740,2011,2,4.28
725,2555,2011,2,5.479999809
802,330,2011,2,6.800000191
997,3315,2011,2,6.85
1025,4311,2011,1,7.06
1191,5388,2011,1,4.760000191
2427,5019,2011,2,7.419999905
2471,4143,2011,1,6.339999809
2472,2421,2011,2,6.14
2517,3911,2011,2,4.619999809
2557,2565,2011,2,8.339999809
2892,2812,2011,1,2.855000095
3211,5391,2011,2,2.984999952
3267,3179,2011,1,6.479999809
3293,4434,2011,2,8.740000381
3337,5129,2011,2,8.120000191
3342,852,2011,1,7.839999809
3361,4842,2011,1,8.010000381
3521,620,2011,2,5.78
3550,4475,2011,2,8.249999809
3679,4793,2011,2,7.92
3686,95,2011,2,7.880000381
3758,1872,2011,2,8.120000191
3799,5387,2011,1,5.339999809
3812,5338,2011,2,7.054999905
3989,2244,2011,1,6.7
3994,5378,2011,2,5.220000191
4102,3979,2011,1,1.869999976
4264,4294,2011,1,6.225000191
4380,4157,2011,2,6.419999905
4594,3763,2011,2,5.82
4612,2144,2011,2,6.455
4683,4473,2011,2,6.860000095
4785,2995,2011,2,6.91
5001,934,2011,2,5.039999905
5037,4435,2011,2,7.000000191
5056,2997,2011,2,6.760000191
5340,5309,2011,1,3.600000095
5396,1833,2011,1,5.94
5534,4591,2011,1,4.755000191
5564,5381,2011,1,4.580000191
79,3677,2012,2,5.91
108,4481,2012,2,7.295000095
178,2574,2012,1,6.064999809
231,3253,2012,1,8.039999619
305,2425,2012,2,6.710000191
464,5694,2012,2,5.440000191
552,2538,2012,2,7.039999905
655,3340,2012,2,7.995000381
699,237,2012,1,5.799999905
769,4295,2012,1,5.419999905
845,2554,2012,1,6.479999809
1006,5025,2012,1,7.180000095
1180,2996,2012,2,8.129999619
1192,5388,2012,2,3.569999905
1767,3471,2012,2,7.539999809
1769,4680,2012,1,4.040000095
1804,4601,2012,1,7.009999905
1901,4013,2012,2,6.009999905
1925,4774,2012,2,7.139999809
2351,3030,2012,2,6.540000095
2366,4599,2012,1,8.23
2485,2661,2012,1,5.659999905
2532,3755,2012,1,5.040000095
2547,3571,2012,1,8.84
2578,2250,2012,2,6.440000381
2668,4158,2012,2,8.099999619
2907,737,2012,1,8.41
2915,4144,2012,1,7.82
3074,2056,2012,1,5.059999905
3144,4011,2012,1,7.940000191
3212,5391,2012,1,5.680000191
3223,3336,2012,1,6.739999905
3232,3262,2012,2,7.499999619
3338,5129,2012,2,7.819999619
3551,4475,2012,1,7.019999809
3665,4159,2012,2,9.019999809
3687,95,2012,2,6.855000095
3702,2672,2012,2,6.73
3800,5387,2012,1,6.329999905
3814,3569,2012,2,8.109999809
3990,2244,2012,1,7.064999809
4065,1002,2012,2,6.979999809
4111,4998,2012,1,5.299999809
4147,3489,2012,1,6.064999809
4164,4795,2012,2,6.840000095
4167,917,2012,2,8.06
4216,3754,2012,1,5.540000095
4237,5561,2012,1,6.599999905
4265,4294,2012,1,5.79
4267,4444,2012,2,6.5
4304,2376,2012,2,6.080000191
4381,4157,2012,1,4.949999905
4426,1968,2012,2,6.44
4517,3328,2012,1,9.06
4576,2288,2012,1,7.459999619
4684,4473,2012,1,7.329999905
4736,4261,2012,1,5.635000191
4786,2995,2012,1,7.925
5052,2363,2012,2,6.680000191
5140,5021,2012,1,6.979999809
5158,2991,2012,2,6.919999905
5277,3254,2012,1,6.91
5408,602,2012,2,8.330000381
5454,5481,2012,2,7.38
5541,2905,2012,1,6.964999905
5731,5452,2012,1,7.220000191
58,4098,2013,1,4.474999809
80,3677,2013,2,5.680000095
109,4481,2013,1,2.479999905
148,2479,2013,2,5.225000191
156,1047,2013,1,6.29
179,2574,2013,1,6.260000191
242,1152,2013,1,7.319999619
350,3676,2013,2,6.199999905
418,4757,2013,1,6.92
465,5694,2013,1,5.820000095
553,2538,2013,2,6.855000095
656,3340,2013,2,7.159999809
696,5740,2013,1,4.429999809
727,2555,2013,2,6.964999905
770,4295,2013,2,3.299999952
846,2554,2013,1,6.860000191
940,5739,2013,1,4.549999809
1007,5025,2013,2,6.590000191
1119,3445,2013,2,6.64
1193,5388,2013,2,5.180000191
1770,4680,2013,2,5.239999905
1814,4012,2013,2,6.739999905
1926,4774,2013,1,6.680000095
1953,4302,2013,1,4.610000191
2000,1001,2013,1,4.030000191
2095,2169,2013,1,5.690000095
2158,3809,2013,1,6.210000191
2367,4599,2013,2,7.64
2428,5019,2013,2,6.239999905
2473,2421,2013,2,5.860000095
2505,2483,2013,1,5.225000191
2533,3755,2013,2,2.580000048
2640,229,2013,2,6.220000191
2669,4158,2013,1,6.979999809
2686,155,2013,2,6.1
2916,4144,2013,1,7.109999809
3039,3000,2013,1,3.919999905
3145,4011,2013,1,8.179999619
3213,5391,2013,2,5.600000095
3258,5684,2013,2,5.329999905
3552,4475,2013,1,6.73
3666,4159,2013,1,6.280000095
3688,95,2013,2,6.509999905
3759,4592,2013,2,4.925
3801,5387,2013,2,6.540000095
3815,3569,2013,2,7.720000095
3995,5378,2013,2,5.139999809
4104,3979,2013,2,2.840000095
4112,4998,2013,1,5.24
4148,3489,2013,1,4.530000191
4168,917,2013,2,6.280000095
4217,3754,2013,1,3.439999952
4238,5561,2013,2,5.979999809
4266,4294,2013,1,7.000000095
4355,4464,2013,1,6.019999905
4427,1968,2013,2,7.015000191
4448,4316,2013,1,7.210000191
4595,3763,2013,2,6.540000095
4613,2144,2013,1,5.440000191
4626,5453,2013,1,5.295000095
4685,4473,2013,2,7.139999809
4737,4261,2013,2,6.300000381
4787,2995,2013,1,6.440000191
5141,5021,2013,2,5.940000191
5270,98,2013,2,6.580000191
5315,3582,2013,1,6.429999809
5397,1833,2013,2,4.38
5487,4681,2013,1,6.539999905
5535,4591,2013,2,6.325000095
5724,3547,2013,1,4.479999809
5732,5452,2013,2,6.91
1,2516,2014,2,6.240000191
11,2651,2014,2,8.039999619
161,3798,2014,1,3.979999905
180,2574,2014,2,5.810000095
283,694,2014,1,5.220000095
306,2425,2014,2,6.925
466,5694,2014,1,6.44
554,2538,2014,2,6.049999809
560,5313,2014,1,5.509999905
657,3340,2014,2,7
705,3769,2014,1,7.680000191
728,2555,2014,1,6.979999809
847,2554,2014,2,7.109999809
877,830,2014,1,6.019999905
971,5208,2014,2,7.240000191
998,3315,2014,1,8.719999619
1008,5025,2014,1,5.440000191
1064,107,2014,1,5.994999905
1181,2996,2014,1,8.579999809
1194,5388,2014,1,3.680000095
1805,4601,2014,2,6.810000095
1902,4013,2014,2,6.96
1927,4774,2014,1,7.779999619
1954,4302,2014,2,5.379999905
2001,1001,2014,2,6.720000095
2159,3809,2014,1,4.310000095
2353,3030,2014,1,7.239999905
2465,2904,2014,1,7.38
2474,2421,2014,1,6.540000095
2606,5148,2014,2,5.96
2843,3490,2014,2,5.609999809
3087,3072,2014,2,7.660000381
3146,4011,2014,1,7.579999809
3214,5391,2014,1,4.91
3224,3336,2014,1,6.720000191
3491,5051,2014,2,5.895
3553,4475,2014,1,6.839999809
3667,4159,2014,2,7.959999809
3802,5387,2014,1,2.539999905
4016,5135,2014,2,5.295000095
4066,1002,2014,1,6.860000191
4113,4998,2014,1,6.900000191
4149,3489,2014,1,5.310000095
4169,917,2014,1,6.310000095
4218,3754,2014,1,5.91
4449,4316,2014,1,5.810000095
4639,550,2014,1,4.23
4686,4473,2014,1,5.479999905
4738,4261,2014,1,6.825000095
4788,2995,2014,1,6.810000095
5053,2363,2014,2,7.329999905
5151,3351,2014,1,8.46
5159,2991,2014,1,5.05
5231,2063,2014,2,6.78
5278,3254,2014,2,7.130000095
5316,3582,2014,1,3.430000048
5341,5309,2014,2,6.23
5488,4681,2014,1,6.530000191
5536,4591,2014,2,6.46
5588,2350,2014,1,7.020000381
5733,5452,2014,1,7.23
59,4098,2015,2,4.929999809
81,3677,2015,1,4.900000095
149,2479,2015,1,3.140000048
181,2574,2015,1,5.019999809
233,3253,2015,2,7.050000191
247,3074,2015,1,2.450000095
307,2425,2015,1,6.949999809
438,416,2015,2,6.400000095
467,5694,2015,1,7.75
658,3340,2015,2,9.079999809
688,711,2015,2,8.124999809
697,5740,2015,1,5.150000191
706,3769,2015,2,6.494999905
729,2555,2015,2,6.554999905
848,2554,2015,2,7.449999809
1009,5025,2015,1,5.109999809
1772,4680,2015,2,8.41
1903,4013,2015,2,5.130000095
1928,4774,2015,1,6.149999905
1955,4302,2015,2,6.1
1974,3257,2015,2,6.539999905
1977,147,2015,2,5.479999905
2003,3086,2015,2,5.740000095
2148,1999,2015,2,7.130000095
2160,3809,2015,2,7.039999905
2304,801,2015,1,6.875
2360,3144,2015,1,6.55
2446,2675,2015,2,6.479999905
2475,2421,2015,2,6.519999809
2506,2483,2015,1,5.780000095
2595,5407,2015,2,6.850000191
2641,229,2015,1,6.249999809
2826,5396,2015,1,4.474999905
2860,230,2015,1,5.720000095
2908,3699,2015,2,7.5
2917,4144,2015,1,7.41
3215,5391,2015,1,5.325000095
3225,3336,2015,2,7.710000191
3234,3262,2015,2,6.8
3297,4434,2015,1,7.539999905
3668,4159,2015,1,5.519999809
3803,5387,2015,2,5.94
4063,5574,2015,2,6.05
4067,1002,2015,2,5.775000095
4088,3551,2015,2,4.64
4150,3489,2015,2,6.024999905
4170,917,2015,1,5.850000191
4450,4316,2015,2,5.524999905
4588,4264,2015,1,5.419999905
4627,5453,2015,2,7.210000191
4640,550,2015,1,4.325000095
4687,4473,2015,2,6.41
4739,4261,2015,1,6.925
4789,2995,2015,1,7.154999809
5072,4574,2015,1,4.05
5202,5528,2015,1,6.855000095
5271,98,2015,1,7.825000095
5317,3582,2015,1,6.395
5537,4591,2015,2,6.210000191
5579,5200,2015,2,6.32
2,2516,2016,1,5.379999905
60,4098,2016,2,5.339999809
76,5277,2016,2,6.7
82,3677,2016,2,6.38
85,1804,2016,1,5.874999905
162,3798,2016,2,5.100000095
182,2574,2016,2,6.130000095
234,3253,2016,2,8.580000191
274,3212,2016,2,6.239999905
285,694,2016,2,6.119999809
351,3676,2016,1,7.259999809
439,416,2016,2,7.009999905
468,5694,2016,1,5.810000095
562,5313,2016,2,8.14
707,3769,2016,2,7.870000095
730,2555,2016,2,7.340000095
773,4295,2016,1,4.919999905
835,4677,2016,2,5.919999905
849,2554,2016,2,7.980000381
878,830,2016,1,6.680000095
941,5739,2016,2,5.640000191
942,2352,2016,2,6.339999809
975,2485,2016,1,5.325000095
1065,107,2016,1,6.040000095
1121,3445,2016,1,8.339999619
1196,5388,2016,2,5.149999905
1773,4680,2016,1,6.039999905
1806,4601,2016,1,6.395
1929,4774,2016,1,7.440000191
1956,4302,2016,2,5.839999809
2004,3086,2016,2,6.92
2149,1999,2016,2,7.130000095
2264,1924,2016,2,4.32
2305,801,2016,2,7.14
2339,4626,2016,1,6.549999809
2361,3144,2016,1,6.425
2429,5019,2016,2,6.100000095
2447,2675,2016,1,7.139999809
2535,3755,2016,1,4.479999905
2596,5407,2016,2,7.740000381
2598,3038,2016,2,7.030000191
2626,2915,2016,1,6.620000191
2642,229,2016,1,7.32
2708,832,2016,1,7.019999809
2761,5487,2016,2,4.169999809
2827,5396,2016,1,6.56
2844,3490,2016,2,7.240000191
2861,230,2016,1,6.019999905
2918,4144,2016,2,9.28
2919,231,2016,1,7.42
2933,145,2016,2,6.425
3076,2056,2016,2,5.195000191
3088,3072,2016,1,6.979999809
3120,3233,2016,2,6.124999809
3147,4011,2016,2,8.020000381
3157,5340,2016,2,7.549999809
3216,5391,2016,2,5.425
3298,4434,2016,2,9.079999809
3307,4147,2016,2,6.019999809
3391,2365,2016,2,5.825000095
3555,4475,2016,2,6.839999809
3669,4159,2016,1,7.255000191
3704,2672,2016,1,5.395
3804,5387,2016,1,6.019999809
4068,1002,2016,2,6.919999905
4089,3551,2016,2,5.42
4114,4998,2016,1,6.154999809
4151,3489,2016,1,5.740000191
4171,917,2016,1,6.739999905
4219,3754,2016,1,6.554999905
4239,5561,2016,2,7.239999619
4383,4157,2016,1,6.039999905
4508,1006,2016,1,7.340000095
4641,550,2016,1,5.139999809
4668,5534,2016,1,4.23
4688,4473,2016,2,7.259999809
4690,3990,2016,1,7.180000095
4740,4261,2016,2,7.810000095
4935,4786,2016,2,5.64
5040,4435,2016,1,4.139999809
5054,2363,2016,2,5.825000095
5153,3351,2016,1,8.609999809
5272,98,2016,2,7.675000095
5280,3254,2016,1,6.839999809
5318,3582,2016,1,6.054999905
5342,5309,2016,1,5.810000095
5489,4681,2016,2,7.980000381
5538,4591,2016,2,6.554999905
5589,3223,2016,2,7.325000095
5734,5452,2016,2,8.32
3,2516,2017,1,4.680000095
61,4098,2017,1,5.379999905
163,3798,2017,1,5.755000191
208,58,2017,2,5.955
248,3074,2017,1,6.540000095
275,3212,2017,2,6.35
279,4576,2017,1,5.059999905
286,694,2017,2,4.365
308,2425,2017,1,8.039999619
421,2366,2017,2,7.91
423,1843,2017,1,3.7
469,5694,2017,2,6.32
556,5733,2017,1,5.799999905
565,3145,2017,1,6.094999809
698,5740,2017,1,3.110000048
708,3769,2017,1,6.240000191
760,1769,2017,1,6.41
774,4295,2017,1,5.180000095
850,2554,2017,1,6.839999809
943,2352,2017,1,5.989999809
1774,4680,2017,2,7.56
1821,3354,2017,2,6.855000095
1905,4013,2017,2,6.500000191
1957,4302,2017,1,5.639999809
1975,3257,2017,1,7.755000191
1978,147,2017,2,6.075000191
1992,2916,2017,1,7.609999809
2306,801,2017,1,5.799999905
2356,3030,2017,1,6.599999619
2448,2675,2017,1,6.339999809
2468,2904,2017,1,8.080000191
2536,3755,2017,2,4.024999905
2627,2915,2017,2,7.775
2714,4148,2017,2,5.925
2841,4015,2017,2,7.959999619
3089,3072,2017,1,6.524999905
3217,5391,2017,1,4.224999905
3221,3989,2017,2,8.459999619
3227,3336,2017,1,7.520000381
3236,3262,2017,1,7.440000381
3299,4434,2017,1,7.34
3384,846,2017,2,5.979999905
3392,2365,2017,1,7.079999809
3556,4475,2017,2,6.840000095
3670,4159,2017,1,8.629999619
3729,232,2017,2,6.839999809
3805,5387,2017,2,3.325000095
3946,3146,2017,2,6.839999809
4032,4381,2017,1,6.955
4090,3551,2017,2,7.210000191
4152,3489,2017,2,5.419999905
4172,917,2017,2,6.040000095
4240,5561,2017,2,6.73
4335,4293,2017,2,4.680000191
4452,4316,2017,2,7.299999905
4509,1006,2017,1,7.329999905
4628,5453,2017,1,6.825000095
4642,550,2017,2,7.759999809
4669,5534,2017,1,4.639999809
4729,696,2017,1,5.429999809
4741,4261,2017,2,8.455
4848,726,2017,1,6.44
5041,4435,2017,2,9.220000191
5074,4574,2017,2,4.440000191
5290,4738,2017,1,5.339999809
5366,4862,2017,2,7.810000095
5368,1953,2017,1,6.820000095
5490,4681,2017,2,6.840000095
5590,3223,2017,2,7.740000381
5746,3553,2017,1,5.64
62,4098,2018,1,4.624999809
70,1181,2018,2,6.195000191
77,5277,2018,1,5.839999809
83,3677,2018,2,5.739999905
183,2574,2018,1,4.650000191
276,3212,2018,2,5.979999809
470,5694,2018,1,3.974999809
557,5733,2018,2,5.699999809
563,5313,2018,2,6.925
690,711,2018,2,8.440000191
732,2555,2018,2,6.829999905
836,4677,2018,1,6.620000191
944,2352,2018,2,7.620000191
1067,107,2018,1,6.000000191
1958,4302,2018,1,5.180000095
1993,2916,2018,1,7.775
2005,3086,2018,1,7.440000191
2150,1999,2018,2,7.720000191
2340,4626,2018,2,6.64
2415,3296,2018,2,5.580000191
2449,2675,2018,1,5.575000191
2469,2904,2018,1,6.839999809
2597,5407,2018,2,7.519999809
2643,229,2018,2,8.425
2715,4148,2018,2,7.180000095
2762,5487,2018,2,6.040000095
2775,5488,2018,2,5.28
2828,5396,2018,2,5.180000095
2845,3490,2018,1,6.600000095
2862,230,2018,1,6.620000191
2920,231,2018,2,7.295000095
2934,145,2018,2,6.120000191
3148,4011,2018,2,8.219999619
3158,5340,2018,2,6.240000191
3308,4147,2018,1,6.594999809
3545,705,2018,1,5.240000191
3557,4475,2018,1,5.379999905
3591,161,2018,1,4.220000095
3806,5387,2018,1,4.78
3936,1012,2018,1,8.28
3947,3146,2018,1,6.44
4033,4381,2018,2,5.739999905
4069,1002,2018,1,5.310000095
4091,3551,2018,1,4.92
4153,3489,2018,1,4.94
4173,917,2018,2,7.180000095
4213,4218,2018,1,5.28
4629,5453,2018,2,7.225000191
4670,5534,2018,2,5.109999809
4730,696,2018,2,6.825000095
4733,4736,2018,1,5.839999809
4742,4261,2018,1,7.225000191
5273,98,2018,2,4.539999905
5281,3254,2018,1,6.374999905
5320,3582,2018,1,5.099999905
5343,5309,2018,2,4.44
5369,1953,2018,1,4.91
5539,4591,2018,1,7.325000095
5735,5452,2018,2,9.2
5747,3553,2018,1,5.979999809
4,2516,2019,2,5.38
63,4098,2019,1,6.440000191
172,2355,2019,2,6.44
270,4113,2019,1,6.825000095
287,694,2019,2,6.94
379,697,2019,1,5.940000191
422,2366,2019,2,7.594999809
471,5694,2019,1,6.929999809
627,3668,2019,1,6.530000191
709,3769,2019,1,6.255000191
734,466,2019,2,6.120000191
761,1769,2019,1,6.549999809
775,4295,2019,1,4.879999905
945,2352,2019,1,6.139999809
1068,107,2019,1,6.91
1123,3445,2019,2,7.710000191
1243,1120,2019,2,7.339999809
1959,4302,2019,1,5.885000095
1991,2917,2019,2,7.024999905
1994,2916,2019,2,7.609999809
2006,3086,2019,1,7.159999809
2151,1999,2019,1,7.92
2307,801,2019,2,8.74
2358,3030,2019,1,6.940000191
2581,4686,2019,2,6.255000191
2716,4148,2019,1,7.009999905
3122,3233,2019,2,8.070000381
3149,4011,2019,1,6.979999809
3229,3336,2019,1,9.725000191
3237,3262,2019,2,7.880000381
3309,4147,2019,1,8.495000381
3558,4475,2019,1,7.255000191
3592,161,2019,2,6.024999905
3937,1012,2019,1,7.030000191
3999,5378,2019,2,6.154999809
4017,2669,2019,2,8.620000191
4034,4381,2019,2,7.680000191
4092,3551,2019,2,7.740000381
4174,917,2019,2,5.720000095
4192,4149,2019,2,6.624999809
4336,4293,2019,1,5.28
4453,4316,2019,1,7.819999619
4510,1006,2019,2,8.225000191
4643,550,2019,2,6.580000191
4743,4261,2019,1,8.339999809
4816,4169,2019,1,7.42
5282,3254,2019,1,7.109999809
5345,3215,2019,2,4.479999809
5370,1953,2019,2,6.979999809
5491,4681,2019,2,7.880000381
5577,2932,2019,1,4.820000095
5716,3554,2019,1,6.180000095
5748,3553,2019,2,6.599999619
