ID,Mother,BirthYear,Sex,BirthWt
2059,5332,1993,1,4.630000095
2115,2087,1993,1,5.06
2139,5265,1993,2,6.42
2227,352,1993,1,6.740000191
2262,3199,1993,1,5.440000191
2313,2756,1993,1,5.540000095
2388,2045,1993,1,5.450000095
2437,5168,1993,1,7.065
2494,3129,1993,1,6.594999809
2562,2618,1993,1,7.240000191
3043,2065,1993,1,5.64
3154,4618,1993,1,6.749999809
3177,3201,1993,1,5.940000191
3849,3512,1993,1,6.82
3901,3515,1993,2,7.310000095
4046,204,1993,2,6.159999809
4074,3366,1993,2,4.78
4084,2960,1993,1,4.979999905
4400,3010,1993,2,6.38
4455,4488,1993,1,4.810000095
4563,2257,1993,2,5.760000191
4658,4966,1993,2,8.679999619
4775,219,1993,2,6.900000095
4791,5441,1993,1,6.599999905
4831,4224,1993,1,8.624999809
4872,3861,1993,1,5.519999809
4905,4225,1993,1,7.839999809
4985,3773,1993,1,6.379999905
5045,668,1993,2,7.725000191
5061,5031,1993,2,7.260000191
5327,3514,1993,1,7.540000095
36,2258,1994,1,6.895
48,4837,1994,1,6.280000095
115,4967,1994,1,7.91
198,2270,1994,1,6.940000191
314,3860,1994,1,6.41
441,2259,1994,1,5.120000191
522,3507,1994,1,7.28
750,195,1994,2,7.639999809
791,5440,1994,1,5.040000095
932,2527,1994,1,6.14
1098,1207,1994,2,4.220000095
1200,91,1994,2,6.339999809
1214,5239,1994,1,7.360000191
1791,582,1994,2,6.7
1832,2524,1994,1,7.620000191
1870,2526,1994,1,9.010000381
1939,5437,1994,1,6.41
1964,2611,1994,2,4.039999809
2048,1061,1994,1,3.280000095
2060,5332,1994,1,5.024999905
2072,3942,1994,1,5.720000191
2185,1787,1994,2,5.88
2314,2756,1994,2,6.695000191
2373,220,1994,1,6.379999905
2389,2045,1994,2,6.2
2587,2630,1994,1,6.300000191
2647,1944,1994,2,5.464999905
2696,2435,1994,1,5.360000095
3044,2065,1994,1,5.639999809
3184,5169,1994,1,6.765000095
3251,265,1994,2,7.875000381
3642,264,1994,1,7.06
3656,4337,1994,1,3.900000095
3777,650,1994,2,8.480000381
3850,3512,1994,2,5.059999905
3908,2961,1994,2,7.295000095
3986,3847,1994,1,6.190000095
4075,3366,1994,1,4.41
4085,2960,1994,2,2.299999952
4463,5448,1994,2,7.419999905
4491,2453,1994,2,7.275
4557,3640,1994,1,5.840000095
4564,2257,1994,1,6.059999905
4760,2273,1994,1,6.42
4776,219,1994,1,7.665000191
4792,5441,1994,1,5.760000191
4826,4943,1994,1,6.440000191
4832,4224,1994,2,8.324999619
4841,4964,1994,2,9.32
4873,3861,1994,2,5.624999809
4906,4225,1994,2,6.839999809
4990,5242,1994,1,7.019999809
5047,2044,1994,2,8.060000381
5062,5031,1994,2,7.124999809
5131,3654,1994,2,6.73
5294,112,1994,1,5.794999809
5335,886,1994,2,7.620000191
5546,671,1994,1,6.94
116,4967,1995,1,6.620000191
199,2270,1995,2,5.440000191
442,2259,1995,1,6.500000191
523,3507,1995,2,5.46
751,195,1995,1,6.249999809
792,5440,1995,1,5.710000191
874,3900,1995,2,8.260000191
933,2527,1995,2,5.91
1073,93,1995,1,5.154999809
1099,1207,1995,1,5.300000191
1139,3377,1995,1,5.554999905
1201,91,1995,2,5.820000095
1220,1142,1995,2,6.180000191
1792,582,1995,1,7.319999619
1833,2524,1995,1,6.46
1871,2526,1995,2,7.575000191
2049,1061,1995,2,3.494999905
2073,3942,1995,1,5.64
2141,92,1995,2,7.099999905
2202,4823,1995,1,2.750000048
2210,3840,1995,2,6.639999809
2229,352,1995,2,5.879999905
2315,2756,1995,2,6.120000191
2390,2045,1995,1,5.425
2439,5168,1995,1,7.34
2588,2630,1995,1,6.739999619
2697,2435,1995,2,6.164999905
2812,4946,1995,1,5.075000191
3155,4618,1995,2,5.680000095
3179,3201,1995,1,5.139999809
3424,3462,1995,1,5.854999809
3690,1160,1995,1,7.119999809
3739,4754,1995,1,6.320000095
3851,3512,1995,2,5.580000191
3887,3905,1995,1,3.900000095
3909,2961,1995,1,5.639999809
4047,204,1995,2,7.28
4076,3366,1995,2,4.474999809
4086,2960,1995,1,2.840000048
4464,5448,1995,1,6.619999809
4477,4871,1995,1,6.860000191
4558,3640,1995,2,2.799999952
4761,2273,1995,2,4.479999809
4777,219,1995,2,5.859999905
4874,3861,1995,2,2.799999952
4907,4225,1995,1,7.310000095
5023,4989,1995,1,5.150000191
5048,2044,1995,2,4.549999809
5132,3654,1995,2,5.275
5178,2747,1995,2,6.884999809
5295,112,1995,2,6.009999905
5328,3514,1995,1,6.934999905
5336,886,1995,2,7.080000191
5352,5326,1995,2,7.160000381
50,4837,1996,2,7.419999905
117,4967,1996,1,6.399999809
443,2259,1996,2,5.710000095
524,3507,1996,2,7.500000191
638,3204,1996,1,6.739999905
1074,93,1996,1,5.054999905
1100,1207,1996,2,4.860000191
1144,2115,1996,1,5.225000191
1834,2524,1996,1,7.220000191
1872,2526,1996,1,7.639999809
2050,1061,1996,1,3.299999952
2061,5332,1996,1,5.899999809
2074,3942,1996,2,6.800000191
2211,3840,1996,2,8.079999809
2316,2756,1996,2,7.680000191
2375,220,1996,2,7.119999809
2391,2045,1996,1,6.059999905
2440,5168,1996,2,8.56
2460,4839,1996,2,7.64
2589,2630,1996,2,6.580000191
2648,1944,1996,2,7.239999905
2813,4946,1996,2,4.739999905
3180,3201,1996,2,4.120000191
3192,3174,1996,1,4.710000191
3326,2744,1996,1,7.059999905
3577,2624,1996,1,6.440000381
3740,4754,1996,2,7.120000191
3888,3905,1996,1,6.64
3903,3515,1996,2,9.42
3910,2961,1996,2,7.56
3987,3847,1996,2,5.78
4077,3366,1996,1,5.44
4478,4871,1996,1,6.440000191
4660,4966,1996,2,8.14
4778,219,1996,1,7.040000095
4801,3367,1996,1,7.940000191
4827,4943,1996,1,8.219999619
4833,4224,1996,2,9.440000191
4875,3861,1996,2,6.119999809
4987,3773,1996,1,8.64
4991,5242,1996,1,6.879999905
5133,3654,1996,1,7.14
5337,886,1996,1,7.28
5381,3042,1996,1,5.979999809
5548,671,1996,2,5.740000191
38,2258,1997,2,7.524999905
244,4084,1997,2,5.539999905
752,195,1997,2,9.219999619
793,5440,1997,2,6.84
875,3900,1997,2,8.000000191
1075,93,1997,2,6.675000095
1113,3849,1997,1,6.379999905
1141,3377,1997,1,6.979999809
1203,91,1997,1,6.259999809
1794,582,1997,1,5.379999905
1850,2088,1997,2,5.460000095
1873,2526,1997,1,8.940000191
1892,3043,1997,2,5.540000095
2025,48,1997,2,6.979999809
2075,3942,1997,1,6.28
2119,2087,1997,1,5.940000191
2143,92,1997,1,6.739999619
2188,1787,1997,1,5.899999809
2203,4823,1997,2,5.540000095
2281,4826,1997,1,2.610000048
2376,220,1997,1,6.260000191
2392,2045,1997,2,5.979999809
2571,4831,1997,2,5.879999905
2590,2630,1997,2,7.14
2649,1944,1997,1,3.160000095
2661,2619,1997,1,5.839999809
2814,4946,1997,2,2.925
3000,2373,1997,1,6.360000191
3181,3201,1997,1,5.000000191
3187,5169,1997,2,8.010000381
3242,2047,1997,2,4.960000095
3321,313,1997,1,7.979999809
3481,3177,1997,1,5.659999905
3578,2624,1997,2,5.739999905
3691,1160,1997,1,7.44
3911,2961,1997,1,6.249999809
3979,440,1997,1,6.580000191
4048,204,1997,1,7.120000191
4052,3697,1997,2,5.295000095
4078,3366,1997,1,5.500000191
4130,634,1997,1,8.220000191
4145,4990,1997,1,6.680000095
4396,4905,1997,1,6.959999619
4559,3640,1997,2,5.940000191
4567,2257,1997,2,6.820000095
4704,2438,1997,1,6.479999809
4715,4365,1997,2,6.84
4762,2273,1997,1,6.239999619
4843,4964,1997,2,9.129999619
4876,3861,1997,2,5.419999905
5024,4989,1997,2,5.320000095
5050,2044,1997,2,4.895
5134,3654,1997,1,6.46
5180,2747,1997,2,7.459999619
5329,3514,1997,1,7.119999809
5338,886,1997,1,7.925
5382,3042,1997,2,6.619999809
51,4837,1998,1,6.540000095
118,4967,1998,1,8.740000381
245,4084,1998,1,5.620000191
431,3642,1998,1,6.195000191
445,2259,1998,2,7.725000191
525,3507,1998,2,6.580000191
639,3204,1998,1,8.7
747,612,1998,1,6.755000191
841,3848,1998,2,6.760000191
1076,93,1998,1,5.755000191
1204,91,1998,1,7.560000381
1835,2524,1998,1,7.620000191
1874,2526,1998,1,8.824999619
2076,3942,1998,2,3.92
2109,49,1998,1,5.14
2144,92,1998,1,6.740000191
2189,1787,1998,2,6.619999809
2212,3840,1998,2,8.809999619
2231,352,1998,1,6.120000191
2393,2045,1998,1,7.42
2441,5168,1998,2,8.580000191
2477,314,1998,1,6.195000191
2542,2262,1998,2,6.64
2591,2630,1998,1,6.455
2650,1944,1998,1,6.699999809
2662,2619,1998,1,5.180000095
3001,2373,1998,1,6.680000095
3047,2065,1998,1,5.680000095
3156,4618,1998,1,4.895
3193,3174,1998,1,5.619999809
3243,2047,1998,1,4.78
3322,313,1998,2,8.580000191
3475,36,1998,1,5.040000095
3482,3177,1998,1,5.680000095
3579,2624,1998,2,6.620000191
3588,1870,1998,1,8.080000191
3637,116,1998,1,6.320000095
3692,1160,1998,2,8.619999809
3890,3905,1998,2,6.980000095
3904,3515,1998,1,7.275
3915,2494,1998,2,8.06
3957,3423,1998,2,6.955
4037,3739,1998,2,4.879999905
4049,204,1998,1,7.979999809
4079,3366,1998,1,4.650000191
4146,4990,1998,2,7.440000191
4246,5023,1998,2,3.839999809
4397,4905,1998,1,6.680000095
4403,3010,1998,1,6.959999619
4603,2313,1998,2,6.64
4661,4966,1998,2,8.020000381
4779,219,1998,2,6.220000095
4795,5441,1998,1,6.575000191
4834,4224,1998,2,8.580000191
4845,5187,1998,2,4.78
4854,4857,1998,2,7.46
4877,3861,1998,2,6.44
4887,35,1998,2,7.720000095
5017,2439,1998,1,6.479999809
5025,4989,1998,1,6.32
5108,2072,1998,1,5.080000191
5135,3654,1998,1,7.78
5486,791,1998,1,6.360000191
5549,671,1998,2,7.220000191
52,4837,1999,2,7.225000191
119,4967,1999,2,8.2
170,203,1999,1,7.14
175,168,1999,2,6.220000191
246,4084,1999,2,5.019999809
432,3642,1999,1,7.839999809
446,2259,1999,2,6.150000191
741,4477,1999,1,6.239999905
753,195,1999,2,8.180000191
794,5440,1999,1,5.659999809
1111,638,1999,2,6.609999809
1114,3849,1999,1,6.46
1156,3657,1999,1,5.760000191
1205,91,1999,2,7.019999809
1836,2524,1999,2,5.159999809
1852,2088,1999,2,7.039999809
1875,2526,1999,2,8.354999619
2038,871,1999,1,5.755000191
2190,1787,1999,1,6.7
2204,4823,1999,2,5.479999905
2283,4826,1999,2,3.64
2378,220,1999,2,6.35
2394,2045,1999,1,5.564999809
2442,5168,1999,2,5.159999809
2572,4831,1999,1,8.150000191
2592,2630,1999,1,6.220000095
2651,1944,1999,1,6.659999809
2700,2435,1999,2,6.180000095
2838,441,1999,2,8.084999619
2893,2812,1999,2,3.379999905
3002,2373,1999,2,7.940000191
3048,2065,1999,2,4.940000191
3188,5169,1999,1,7.180000095
3244,2047,1999,1,5.979999905
3269,3179,1999,2,5.080000191
3333,2060,1999,2,3.500000191
3362,4842,1999,1,5.85
3451,1832,1999,2,7.64
3476,36,1999,2,5.479999905
3483,3177,1999,2,6.295000095
3484,2659,1999,2,5.825000095
3498,1834,1999,1,5.94
3589,1870,1999,1,7.810000095
3680,4793,1999,1,5.759999809
3742,4754,1999,1,8.124999809
3853,3512,1999,2,4.739999905
3912,2961,1999,1,5.210000191
3916,2494,1999,2,9.56
3980,440,1999,2,6.14
4038,3739,1999,2,7.449999905
4050,204,1999,2,6.860000191
4053,3697,1999,2,6.64
4132,634,1999,1,7.295000095
4319,4778,1999,1,3.500000191
4356,4464,1999,2,6.400000095
4398,4905,1999,1,6.619999809
4438,2388,1999,2,5.839999809
4481,4871,1999,1,6.759999809
4483,2588,1999,2,5.839999809
4504,2390,1999,2,5.994999905
4568,2257,1999,1,4.42
4604,2313,1999,2,5.479999809
4705,2438,1999,1,7.264999809
4717,4365,1999,2,6.839999809
4780,219,1999,2,6.360000095
4796,5441,1999,2,6.579999809
4844,4964,1999,1,6.649999905
5036,3539,1999,2,7.44
5051,2044,1999,1,6.419999905
5181,2747,1999,2,7.660000381
5330,3514,1999,2,7.360000191
5384,3042,1999,2,6.460000095
5398,1833,1999,2,5.73
5684,2563,1999,1,7.099999619
174,168,2000,2,7.14
301,3425,2000,1,4.255000191
426,3642,2000,1,7.139999809
788,5440,2000,1,7.540000095
837,3848,2000,2,6.425
959,4776,2000,2,6.440000381
1112,3849,2000,1,6.84
1218,1142,2000,2,7.479999809
1864,2526,2000,1,7.220000095
2055,5332,2000,1,4.220000191
2140,92,2000,2,6.2
2195,4823,2000,2,2.5
2205,3840,2000,1,7.240000191
2275,4826,2000,2,6.150000191
2370,220,2000,1,5.124999809
2381,2045,2000,2,5.35
2458,4839,2000,1,7.225000191
2476,314,2000,1,6.180000191
2488,3690,2000,1,6.039999905
2558,2618,2000,1,6.900000191
2566,4831,2000,1,8.055000381
2582,2630,2000,1,4.120000191
2671,442,2000,2,4.650000191
2692,2435,2000,2,7.310000095
2831,441,2000,2,7.64
2950,4991,2000,1,5.425
2991,2373,2000,1,6.92
3040,2065,2000,1,3.820000095
3259,3179,2000,1,3.940000191
3315,313,2000,1,8.049999809
3442,1832,2000,2,7.425
3730,636,2000,1,7.29
3751,1872,2000,2,4.94
3763,3909,2000,1,5.109999809
3897,3515,2000,2,7.32
4072,3366,2000,2,4.594999809
4141,4990,2000,2,9.080000191
4294,2376,2000,1,4.140000191
4394,4905,2000,1,7.2
4431,2388,2000,2,6.925
4598,2313,2000,1,5.210000191
4691,2856,2000,2,8.300000381
4745,1962,2000,2,8.119999809
4759,2273,2000,2,7.360000095
4798,3367,2000,1,6.44
4869,3861,2000,2,5.1
5011,2439,2000,2,7.580000191
5019,4989,2000,1,6.025000095
5078,5179,2000,2,6.820000095
5127,3654,2000,1,8.034999809
5142,4987,2000,2,5.119999809
5385,1833,2000,2,5.725000191
5480,791,2000,1,6.710000191
5558,5381,2000,2,6.000000191
5698,4478,2000,1,5.395
5738,1212,2000,1,4.979999809
43,4837,2001,1,7.120000191
164,203,2001,1,7.78
424,2061,2001,1,3.44
427,3642,2001,1,7.180000095
749,195,2001,2,7.28
851,5134,2001,2,7.360000095
920,5337,2001,2,5.235000095
1047,3732,2001,1,6.759999809
1152,3657,2001,1,5.860000191
1197,91,2001,2,6.739999905
1865,2526,2001,2,8.510000381
2172,2188,2001,1,3.519999905
2196,4823,2001,1,4.839999809
2206,3840,2001,2,7.940000191
2276,4826,2001,1,4.32
2382,2045,2001,1,5.979999809
2479,2661,2001,1,3.600000095
2489,3690,2001,2,4.540000095
2509,3911,2001,1,3.810000095
2537,2262,2001,2,6.940000191
2551,2565,2001,2,5.14
2645,1944,2001,2,6.35
2688,792,2001,1,5.160000095
2693,2435,2001,2,6.839999809
2832,441,2001,1,7.079999809
2884,2812,2001,2,5.2
3239,2047,2001,2,6.414999809
3252,118,2001,2,3.619999809
3350,4801,2001,2,5.7
3355,4842,2001,1,5.539999905
3474,36,2001,2,6.720000095
3560,4762,2001,1,4.220000095
3581,1870,2001,1,7.579999809
3604,4396,2001,2,6.820000095
3672,4793,2001,1,8.28
3694,1222,2001,2,6.28
3734,4754,2001,1,8.179999619
3752,1872,2001,2,7.300000381
3764,3909,2001,1,4.620000191
3974,440,2001,2,6.440000191
4036,3739,2001,2,7.32
4094,3979,2001,2,4.239999905
4235,1873,2001,2,6.559999905
4432,2388,2001,2,6.41
4473,4871,2001,1,6.240000191
4482,2588,2001,1,6.065
4505,2391,2001,1,3.949999905
4599,2313,2001,1,6.41
4702,2438,2001,2,7.2
4790,5441,2001,1,7.180000095
4994,934,2001,2,6.38
5012,2439,2001,1,6.919999905
5176,2747,2001,1,6.899999809
5182,3691,2001,2,5.594999809
5374,3042,2001,1,5.940000191
5386,1833,2001,1,5.919999905
5699,4478,2001,1,6.32
5739,1212,2001,1,5.680000095
87,170,2002,2,6.519999809
95,245,2002,1,6.23
158,51,2002,2,6.38
428,3642,2002,2,8.040000381
544,4557,2002,1,4.530000191
573,3321,2002,2,6.919999905
682,1113,2002,2,6.039999905
738,4477,2002,1,6.079999809
838,3848,2002,1,6.739999905
921,5337,2002,1,5.750000095
999,5025,2002,1,6.23
1219,1142,2002,2,8.920000381
1890,3043,2002,1,6.720000191
2368,1204,2002,1,4.725000191
2371,220,2002,1,5.620000191
2383,2045,2002,1,5.32
2567,4831,2002,2,6.300000381
2672,442,2002,1,4.620000191
2885,2812,2002,2,4.444999809
3030,3000,2002,1,6.260000191
3050,639,2002,1,6.019999809
3245,5017,2002,1,6.64
3260,3179,2002,1,5.5
3316,313,2002,2,7.839999809
3444,1832,2002,2,7.425
3582,1870,2002,1,7.339999809
3765,3909,2002,1,5.519999809
3790,3904,2002,1,5.839999809
4073,3366,2002,2,4.460000095
4142,4990,2002,2,7.800000381
4157,4795,2002,1,7.094999809
4243,5023,2002,1,6.024999905
4507,2477,2002,1,5.7
4774,219,2002,1,7.619999809
4851,4857,2002,2,5.030000191
4870,3861,2002,2,5.839999809
5020,4989,2002,1,6.56
5128,3654,2002,2,7.519999809
5143,4987,2002,2,6.494999905
5387,1833,2002,1,6.275
5481,791,2002,1,7.380000381
96,245,2003,1,6.580000191
243,4084,2003,2,5.325000095
361,4750,2003,2,6.959999619
739,4477,2003,1,6.710000191
852,5134,2003,1,8.404999619
922,5337,2003,2,6.049999809
1000,5025,2003,1,6.620000191
1198,91,2003,2,6.88
1815,741,2003,1,5.929999809
1867,2526,2003,2,8.210000191
1909,4398,2003,1,5.839999809
1968,3154,2003,1,7.220000191
2023,48,2003,2,8.479999809
2056,5332,2003,1,6.549999809
2197,4823,2003,1,4.239999905
2207,3840,2003,1,8.220000191
2277,4826,2003,1,6.640000191
2372,220,2003,2,5.810000095
2384,2045,2003,2,7.009999905
2510,3911,2003,2,6.355000095
2538,2262,2003,1,6.839999809
2552,2565,2003,1,6.839999809
2612,4844,2003,2,7.239999905
2646,1944,2003,2,7.620000191
2654,2619,2003,2,7.06
2673,442,2003,2,7.040000095
2689,792,2003,2,7.440000191
2694,2435,2003,2,6.620000191
2834,441,2003,1,7.980000381
2886,2812,2003,1,4.940000191
3031,3000,2003,2,7.580000191
3240,2047,2003,2,5.680000191
3253,5684,2003,1,6.580000191
3351,4801,2003,1,7.710000191
3356,4842,2003,2,8.010000381
3445,1832,2003,1,7.840000095
3561,4762,2003,2,6.639999809
3583,1870,2003,2,8.139999809
3673,4793,2003,1,7.600000095
3753,1872,2003,2,8.219999619
3766,3909,2003,2,6.940000191
3807,5338,2003,1,7.109999809
3975,440,2003,2,7.64
4143,4990,2003,1,7.980000381
4158,4795,2003,1,6.220000191
4258,4294,2003,1,6.049999809
4296,2376,2003,2,6.764999809
4349,4464,2003,2,8.109999809
4433,2388,2003,2,6.949999905
4441,1156,2003,2,6.339999809
4474,4871,2003,2,7.760000191
4606,2144,2003,1,5.839999809
4799,3367,2003,1,8.180000191
5013,2439,2003,1,8.759999809
5129,3654,2003,1,6.489999809
5177,2747,2003,2,9.2
5376,3042,2003,2,6.810000095
5388,1833,2003,1,5.979999905
5482,791,2003,1,7.225000191
5525,1139,2003,2,7.619999809
5559,5381,2003,2,7.995000381
5567,3326,2003,1,7.759999809
5682,2563,2003,2,9.039999619
5700,4478,2003,2,8.019999809
5740,1212,2003,1,6.440000191
6,2651,2004,1,6.820000095
97,245,2004,2,6.180000191
103,4481,2004,2,6.28
150,1047,2004,1,4.780000095
159,51,2004,2,6.479999905
303,3425,2004,1,7.479999809
328,3188,2004,2,6.35
454,360,2004,2,7.119999809
574,3321,2004,1,6.479999809
601,3589,2004,2,8.839999809
684,1113,2004,2,6.619999809
740,4477,2004,1,6.810000095
819,5380,2004,2,5.639999809
917,2394,2004,1,6.080000191
923,5337,2004,2,6.250000095
1001,5025,2004,1,7.395
1021,4311,2004,1,3.889999905
1891,3043,2004,2,6.979999905
1910,4398,2004,1,7.220000191
1918,5127,2004,1,5.725000191
2168,2558,2004,1,6.195000191
2208,3840,2004,1,6.92
2278,4826,2004,2,5.710000191
2342,2566,2004,2,6.979999905
2362,4599,2004,2,6.38
2385,2045,2004,2,5.374999905
2480,2661,2004,2,6.639999809
2511,3911,2004,1,3.754999952
2553,2565,2004,1,6.739999905
2560,2618,2004,1,7.580000191
2568,4831,2004,2,7.425
2865,43,2004,2,4.839999809
2887,2812,2004,2,4.800000191
2903,737,2004,2,5.844999905
2952,4991,2004,1,6.119999809
2994,2373,2004,1,7.024999905
3003,4394,2004,1,5.239999905
3032,3000,2004,1,7.079999809
3190,3174,2004,1,2.840000048
3241,2047,2004,2,5.220000191
3261,3179,2004,2,7.540000095
3312,2592,2004,1,5.310000095
3357,4842,2004,1,7.019999809
3478,3177,2004,1,7.479999809
3487,5051,2004,2,7.440000381
3562,4762,2004,2,5.795000095
3584,1870,2004,2,7.594999809
3674,4793,2004,1,6.73
3767,3909,2004,1,6.040000095
3791,3904,2004,2,7.780000095
3808,5338,2004,2,6.91
3954,3362,2004,2,7.064999809
3976,440,2004,1,5.524999905
4096,3979,2004,1,4.310000095
4297,2376,2004,1,4.78
4350,4464,2004,1,6.739999905
4434,2388,2004,1,6.000000191
4506,2391,2004,1,6.019999809
4589,3763,2004,1,4.749999809
4677,4473,2004,1,5.1
4711,4365,2004,2,8.354999619
4756,817,2004,1,5.41
4767,3680,2004,1,6.739999905
4996,934,2004,1,3.994999905
5014,2439,2004,1,6.749999809
5021,4989,2004,1,6.239999905
5145,4987,2004,1,6.64
5154,2991,2004,1,5.259999809
5377,3042,2004,1,7.509999905
5389,1833,2004,2,7.295000095
5526,1139,2004,1,7.56
104,4481,2005,1,3.88
235,1152,2005,1,3.659999809
304,3425,2005,1,7.580000191
854,5134,2005,2,8.82
993,3315,2005,1,7.659999809
1011,5176,2005,2,6.679999905
1816,741,2005,1,6.580000191
1969,3154,2005,1,6.519999905
2019,3050,2005,1,7.009999905
2248,5565,2005,2,8.039999619
2279,4826,2005,2,7.120000191
2346,3030,2005,2,6.879999905
2424,5019,2005,2,7.039999905
2491,3690,2005,2,6.509999905
2554,2565,2005,1,8.14
2574,788,2005,1,6.479999809
2674,442,2005,2,8.119999809
2690,792,2005,2,7.325000095
2835,441,2005,1,7.73
2866,43,2005,1,5.85
2867,5012,2005,1,5.509999905
2995,2373,2005,1,6.540000095
3254,5684,2005,1,6.080000191
3281,3259,2005,1,5.080000191
3446,1832,2005,2,8.824999619
3479,3177,2005,2,6.119999809
3737,4754,2005,1,7.519999809
3754,1872,2005,1,7.580000191
3768,3909,2005,2,6.169999809
4010,5135,2005,2,6.85
4097,3979,2005,2,3.529999952
4159,4795,2005,1,6.46
4259,4294,2005,1,7.540000095
4289,2393,2005,2,6.660000381
4298,2376,2005,1,5.180000191
4442,1156,2005,2,6.879999905
4475,4871,2005,1,6.040000095
4601,2313,2005,1,7.14
4607,2144,2005,2,4.879999905
4768,2034,2005,2,7.239999905
5130,3654,2005,1,6.42
5390,1833,2005,2,6.739999905
5483,791,2005,2,6.619999809
5701,4478,2005,2,8.030000191
5741,1212,2005,1,5.839999809
7,2651,2006,1,6.839999809
98,245,2006,1,6.860000095
143,2479,2006,2,4.964999905
151,1047,2006,2,6.580000191
455,360,2006,2,8.030000191
547,2538,2006,2,4.5
575,3321,2006,2,7.78
602,3589,2006,1,6.620000191
691,2383,2006,1,5.78
713,4798,2006,1,3.399999809
754,4008,2006,1,6.795000095
763,4295,2006,1,4.650000191
855,5134,2006,1,7.920000381
918,2394,2006,1,8.88
957,2849,2006,2,5.239999905
964,4776,2006,2,6.78
1002,5025,2006,1,7.540000095
1013,301,2006,2,5.755000191
1022,4311,2006,1,5.530000191
1115,3445,2006,2,5.239999905
1919,5127,2006,2,7.540000095
1920,4774,2006,2,4.619999809
2058,5332,2006,2,4.14
2169,2558,2006,1,6.879999905
2280,4826,2006,1,5.220000095
2343,2566,2006,1,6.850000191
2421,921,2006,1,4.249999809
2481,2661,2006,1,6.239999905
2513,3911,2006,2,5.139999809
2569,4831,2006,1,8.179999619
2836,441,2006,2,7.740000381
2889,2812,2006,2,4.509999905
2904,737,2006,1,6.739999619
2953,4991,2006,1,6.940000191
2996,2373,2006,1,7.14
3033,3000,2006,1,6.580000191
3255,5684,2006,2,6.540000095
3262,3179,2006,1,6.1
3282,3259,2006,1,2.600000095
3313,2592,2006,2,6.255000191
3352,4801,2006,2,7.539999905
3358,4842,2006,1,8.659999809
3447,1832,2006,2,7.740000381
3472,4988,2006,1,5.91
3480,3177,2006,2,3.879999905
3488,5051,2006,2,6.710000191
3563,4762,2006,2,5.265000095
3585,1870,2006,1,4.239999905
3675,4793,2006,1,7.82
3755,1872,2006,1,6.320000095
3769,3909,2006,1,6.28
3792,3904,2006,2,7.659999809
3794,5387,2006,2,4.650000191
3809,5338,2006,1,6.739999905
3977,440,2006,2,4.320000095
4011,5135,2006,1,8.82
4098,3979,2006,1,5.150000191
4144,4990,2006,1,7.079999809
4160,4795,2006,2,6.32
4260,4294,2006,2,6.895
4290,2393,2006,1,5.680000095
4299,2376,2006,2,5.855000095
4377,4157,2006,2,6.180000095
4435,2388,2006,1,6.040000095
4493,4243,2006,1,4.720000191
4537,4258,2006,2,4.159999809
4590,3763,2006,2,6.530000191
4608,2144,2006,1,4.680000095
4678,4473,2006,2,4.479999809
4712,4365,2006,2,7.800000381
4997,934,2006,1,5.400000095
5022,4989,2006,1,5.940000381
5155,2991,2006,2,7.825000095
5225,2063,2006,1,5.220000191
5309,3582,2006,1,5.440000191
5378,3042,2006,1,6.220000095
5391,1833,2006,1,5.940000191
5694,5699,2006,1,6.05
5742,1212,2006,2,5.620000191
105,4481,2007,2,6.120000191
144,2479,2007,1,3.925
228,3253,2007,2,6.180000095
236,1152,2007,1,5.680000095
434,3790,2007,1,8.160000381
456,360,2007,2,7.360000095
548,2538,2007,2,6.429999809
603,3589,2007,1,6.979999905
692,2383,2007,1,4.440000191
711,1918,2007,1,6.109999809
714,4798,2007,2,7.040000095
764,4295,2007,1,5.860000191
821,5380,2007,1,7.340000095
924,5337,2007,2,7.009999905
937,5739,2007,2,6.159999905
1003,5025,2007,2,7.85
1155,3657,2007,2,7.440000381
1817,741,2007,2,7.400000191
1970,3154,2007,1,6.32
2200,4823,2007,2,2.44
2249,5565,2007,2,8.160000381
2285,2247,2007,2,7.580000191
2320,740,2007,1,7.300000381
2347,3030,2007,2,8.180000191
2363,4599,2007,1,7.740000381
2387,2045,2007,2,5.139999809
2482,2661,2007,2,5.760000191
2492,3690,2007,1,6.210000191
2575,788,2007,2,7.554999905
2666,4158,2007,1,7.225000191
2837,441,2007,2,6.609999809
2930,3673,2007,2,6.139999809
2954,4991,2007,1,7.240000191
2997,2373,2007,1,7.679999619
3034,3000,2007,2,8.395
3171,738,2007,2,6.379999905
3263,3179,2007,1,4.180000095
3283,3259,2007,2,7.024999905
3318,313,2007,2,8.28
3328,1153,2007,1,8.929999809
3334,5129,2007,1,5.860000095
3340,852,2007,1,7.6
3564,4762,2007,2,3.299999952
3586,1870,2007,2,9.14
3676,4793,2007,1,6.519999905
3684,95,2007,1,6.680000191
3699,2672,2007,1,5.024999905
3770,3909,2007,2,4.840000095
3795,5387,2007,1,4.180000095
3877,3032,2007,2,5.92
3978,440,2007,2,5.339999809
4012,5135,2007,1,8.079999809
4099,3979,2007,1,3.839999809
4161,4795,2007,2,5.925
4300,2376,2007,1,6.699999905
4315,4778,2007,2,5.74
4424,1968,2007,2,6.449999905
4436,2388,2007,1,5.040000095
4443,1156,2007,2,7.579999809
4476,4871,2007,2,7.23
4538,4258,2007,1,4.559999905
